Prueba base

RFM69 radio init OK!
RFM69 radio init OK!
RFM69 radio @915 MHz
1 385 0
2 810 385
3 2202 1195
3; 0; 1; 0; 1; 0; 1
3; -25; -24; 0; 1; 0; 1
3; -48; -47; 0; 1; 0; 1
3; -52; -51; 0; 1; 0; 1
3; -76; -75; 0; 1; 0; 1
3; -92; -91; 0; 1; 0; 1
3; -110; -109; 0; 1; 0; 1
3; -132; -131; 0; 1; 0; 1
3; -150; -149; 0; 1; 0; 1
3; -172; -171; 0; 1; 0; 1
3; -193; -192; 0; 1; 0; 1
3; -214; -213; 0; 1; 0; 1
3; -235; -234; 0; 1; 0; 1
3; -258; -257; 0; 1; 0; 1
3; -281; -280; 0; 1; 0; 1
3; -304; -303; 0; 1; 0; 1
1; 0; 387; 0; 1; 0; 1
3; -325; -324; 0; 1; 0; 1
1; -2; 387; 0; 1; 0; 1
2; 39; 1198; 0; 1; 0; 1
3; -350; -349; 0; 1; 0; 1
1; -9; 387; 0; 1; 0; 1
2; -58; 1198; 0; 1; 0; 1
3; -373; -372; 0; 1; 0; 1
1; -16; 387; 0; 1; 0; 1
2; 19; 1198; 0; 1; 0; 1
3; -397; -396; 0; 1; 0; 1
1; -28; 387; 0; 1; 0; 1
2; -46; 1198; 0; 1; 0; 1
3; -424; -423; 0; 1; 0; 1
1; -42; 387; 0; 1; 0; 1
2; -81; 1198; 0; 1; 0; 1
3; -445; -444; 0; 1; 0; 1
1; -55; 387; 0; 1; 0; 1
2; -82; 1198; 0; 1; 0; 1
3; -471; -470; 0; 1; 0; 1
1; -70; 387; 0; 1; 0; 1
2; -103; 1198; 0; 1; 0; 1
3; -496; -495; 0; 1; 0; 1
1; -87; 387; 0; 1; 0; 1
2; -136; 1198; 0; 1; 0; 1
3; -520; -519; 0; 1; 0; 1
1; -103; 388; 0; 1; 0; 1
2; -154; 1198; 0; 1; 0; 1
3; -544; -543; 0; 1; 0; 1
1; -121; 388; 0; 1; 0; 1
2; -171; 1198; 0; 1; 0; 1
3; -572; -571; 0; 1; 0; 1
1; -140; 388; 0; 1; 0; 1
2; -201; 1198; 0; 1; 0; 1
3; -598; -597; 0; 1; 0; 1
1; -160; 388; 0; 1; 0; 1
2; -221; 1198; 0; 1; 0; 1
3; -623; -622; 0; 1; 0; 1
1; -180; 387; 0; 1; 0; 1
2; -243; 1198; 0; 1; 0; 1
3; -649; -648; 0; 1; 0; 1
1; -202; 387; 0; 1; 0; 1
2; -269; 1198; 0; 1; 0; 1
3; -674; -673; 0; 1; 0; 1
1; -225; 387; 0; 1; 0; 1
2; -295; 1198; 0; 1; 0; 1
3; -699; -698; 0; 1; 0; 1
1; -248; 387; 0; 1; 0; 1
2; -316; 1198; 0; 1; 0; 1
3; -726; -725; 0; 1; 0; 1
1; -272; 388; 0; 1; 0; 1
3; -753; -752; 0; 1; 0; 1
1; -296; 388; 0; 1; 0; 1
2; -368; 1198; 0; 1; 0; 1
3; -777; -776; 0; 1; 0; 1
1; -318; 388; 0; 1; 0; 1
2; -391; 1198; 0; 1; 0; 1
3; -803; -802; 0; 1; 0; 1
1; -341; 388; 0; 1; 0; 1
2; -417; 1198; 0; 1; 0; 1
3; -831; -830; 0; 1; 0; 1
1; -363; 388; 0; 1; 0; 1
2; -442; 1198; 0; 1; 0; 1
3; -858; -857; 0; 1; 0; 1
1; -386; 388; 0; 1; 0; 1
2; -467; 1198; 0; 1; 0; 1
1; -408; 388; 0; 1; 0; 1
2; -493; 1198; 0; 1; 0; 1
3; -911; -910; 0; 1; 0; 1
1; -430; 388; 0; 1; 0; 1
3; -937; -936; 0; 1; 0; 1
1; -452; 388; 0; 1; 0; 1
2; -542; 1198; 0; 1; 0; 1
3; -962; -961; 0; 1; 0; 1
1; -477; 388; 0; 1; 0; 1
2; -569; 1198; 0; 1; 0; 1
3; -992; -991; 0; 1; 0; 1
1; -505; 388; 0; 1; 0; 1
2; -595; 1198; 0; 1; 0; 1
3; -1015; -1014; 0; 1; 0; 1
1; -532; 388; 0; 1; 0; 1
2; -619; 1198; 0; 1; 0; 1
3; -1041; -1040; 0; 1; 0; 1
1; -558; 388; 0; 1; 0; 1
1; -584; 387; 0; 1; 0; 1
2; -670; 1198; 0; 1; 0; 1
3; -1096; -1095; 0; 1; 0; 1
1; -610; 387; 0; 1; 0; 1
3; -1122; -1121; 0; 1; 0; 1
1; -638; 387; 0; 1; 0; 1
2; -727; 1198; 0; 1; 0; 1
3; -1149; -1148; 0; 1; 0; 1
1; -665; 387; 0; 1; 0; 1
2; -748; 1198; 0; 1; 0; 1
3; -1177; -1176; 0; 1; 0; 1
1; -690; 387; 0; 1; 0; 1
2; -777; 1198; 0; 1; 0; 1
3; -1204; -1203; 0; 1; 0; 1
1; -714; 387; 0; 1; 0; 1
2; -805; 1198; 0; 1; 0; 1
3; -1229; -1228; 0; 1; 0; 1
1; -739; 387; 0; 1; 0; 1
2; -830; 1198; 0; 1; 0; 1
3; -1257; -1256; 0; 1; 0; 1
1; -763; 387; 0; 1; 0; 1
2; -855; 1198; 0; 1; 0; 1
3; -1284; -1283; 0; 1; 0; 1
1; -788; 387; 0; 1; 0; 1
2; -883; 1198; 0; 1; 0; 1
3; -1310; -1309; 0; 1; 0; 1
1; -814; 387; 0; 1; 0; 1
2; -910; 1198; 0; 1; 0; 1
3; -1338; -1337; 0; 1; 0; 1
1; -840; 387; 0; 1; 0; 1
2; -936; 1198; 0; 1; 0; 1
3; -1363; -1362; 0; 1; 0; 1
1; -868; 387; 0; 1; 0; 1
2; -964; 1198; 0; 1; 0; 1
3; -1390; -1389; 0; 1; 0; 1
1; -895; 387; 0; 1; 0; 1
2; -990; 1198; 0; 1; 0; 1
1; -922; 387; 0; 1; 0; 1
2; -1017; 1198; 0; 1; 0; 1
3; -1445; -1444; 0; 1; 0; 1
1; -949; 387; 0; 1; 0; 1
2; -1045; 1198; 0; 1; 0; 1
3; -1472; -1471; 0; 1; 0; 1
1; -978; 387; 0; 1; 0; 1
3; -1499; -1498; 0; 1; 0; 1
1; -1006; 387; 0; 1; 0; 1
2; -1096; 1198; 0; 1; 0; 1
3; -1526; -1525; 0; 1; 0; 1
1; -1032; 387; 0; 1; 0; 1
2; -1124; 1198; 0; 1; 0; 1
3; -1554; -1553; 0; 1; 0; 1
1; -1057; 387; 0; 1; 0; 1
2; -1152; 1198; 0; 1; 0; 1
3; -1578; -1577; 0; 1; 0; 1
1; -1082; 387; 0; 1; 0; 1
2; -1177; 1198; 0; 1; 0; 1
3; -1606; -1605; 0; 1; 0; 1
1; -1107; 387; 0; 1; 0; 1
2; -1202; 1198; 0; 1; 0; 1
3; -1635; -1634; 0; 1; 0; 1
1; -1132; 388; 0; 1; 0; 1
2; -1232; 1198; 0; 1; 0; 1
3; -1660; -1659; 0; 1; 0; 1
1; -1157; 388; 0; 1; 0; 1
2; -1259; 1198; 0; 1; 0; 1
3; -1687; -1686; 0; 1; 0; 1
1; -1185; 388; 0; 1; 0; 1
2; -1285; 1198; 0; 1; 0; 1
3; -1716; -1715; 0; 1; 0; 1
2; -1313; 1198; 0; 1; 0; 1
3; -1743; -1742; 0; 1; 0; 1
1; -1238; 388; 0; 1; 0; 1
2; -1337; 1198; 0; 1; 0; 1
3; -1769; -1768; 0; 1; 0; 1
1; -1266; 388; 0; 1; 0; 1
2; -1365; 1198; 0; 1; 0; 1
3; -1798; -1797; 0; 1; 0; 1
1; -1296; 388; 0; 1; 0; 1
2; -1394; 1198; 0; 1; 0; 1
3; -1823; -1822; 0; 1; 0; 1
1; -1326; 388; 0; 1; 0; 1
2; -1419; 1198; 0; 1; 0; 1
1; -1355; 388; 0; 1; 0; 1
2; -1448; 1198; 0; 1; 0; 1
3; -1879; -1878; 0; 1; 0; 1
1; -1383; 388; 0; 1; 0; 1
2; -1475; 1198; 0; 1; 0; 1
3; -1902; -1901; 0; 1; 0; 1
1; -1408; 388; 0; 1; 0; 1
2; -1501; 1198; 0; 1; 0; 1
3; -1932; -1931; 0; 1; 0; 1
1; -1433; 388; 0; 1; 0; 1
3; -1960; -1959; 0; 1; 0; 1
1; -1458; 388; 0; 1; 0; 1
2; -1553; 1198; 0; 1; 0; 1
3; -1986; -1985; 0; 1; 0; 1
1; -1484; 388; 0; 1; 0; 1
3; -2014; -2013; 0; 1; 0; 1
1; -1510; 388; 0; 1; 0; 1
2; -1610; 1198; 0; 1; 0; 1
3; -2039; -2038; 0; 1; 0; 1
2; -1636; 1198; 0; 1; 0; 1
3; -2066; -2065; 0; 1; 0; 1
1; -1566; 388; 0; 1; 0; 1
2; -1662; 1198; 0; 1; 0; 1
3; -2094; -2093; 0; 1; 0; 1
2; -1691; 1198; 0; 1; 0; 1
3; -2120; -2119; 0; 1; 0; 1
1; -1622; 388; 0; 1; 0; 1
2; -1717; 1198; 0; 1; 0; 1
3; -2149; -2148; 0; 1; 0; 1
1; -1650; 388; 0; 1; 0; 1
2; -1742; 1198; 0; 1; 0; 1
3; -2176; -2175; 0; 1; 0; 1
1; -1678; 388; 0; 1; 0; 1
2; -1771; 1198; 0; 1; 0; 1
3; -2203; -2202; 0; 1; 0; 1
1; -1706; 388; 0; 1; 0; 1
2; -1795; 1198; 0; 1; 0; 1
3; -2229; -2228; 0; 1; 0; 1
2; -1824; 1198; 0; 1; 0; 1
3; -2256; -2255; 0; 1; 0; 1
1; -1760; 388; 0; 1; 0; 1
2; -1853; 1198; 0; 1; 0; 1
3; -2285; -2284; 0; 1; 0; 1
1; -1785; 388; 0; 1; 0; 1
2; -1876; 1198; 0; 1; 0; 1
3; -2311; -2310; 0; 1; 0; 1
1; -1809; 388; 0; 1; 0; 1
2; -1906; 1198; 0; 1; 0; 1
3; -2336; -2335; 0; 1; 0; 1
1; -1833; 388; 0; 1; 0; 1
2; -1932; 1198; 0; 1; 0; 1
3; -2365; -2364; 0; 1; 0; 1
1; -1859; 388; 0; 1; 0; 1
2; -1958; 1198; 0; 1; 0; 1
3; -2392; -2391; 0; 1; 0; 1
1; -1885; 388; 0; 1; 0; 1
3; -2418; -2417; 0; 1; 0; 1
1; -1913; 388; 0; 1; 0; 1
2; -2012; 1198; 0; 1; 0; 1
3; -2445; -2444; 0; 1; 0; 1
1; -1941; 388; 0; 1; 0; 1
2; -2042; 1198; 0; 1; 0; 1
3; -2473; -2472; 0; 1; 0; 1
1; -1969; 388; 0; 1; 0; 1
2; -2069; 1198; 0; 1; 0; 1
3; -2500; -2499; 0; 1; 0; 1
1; -1997; 388; 0; 1; 0; 1
2; -2094; 1198; 0; 1; 0; 1
3; -2526; -2525; 0; 1; 0; 1
1; -2025; 388; 0; 1; 0; 1
2; -2124; 1198; 0; 1; 0; 1
3; -2554; -2553; 0; 1; 0; 1
1; -2053; 388; 0; 1; 0; 1
2; -2151; 1198; 0; 1; 0; 1
3; -2583; -2582; 0; 1; 0; 1
1; -2080; 388; 0; 1; 0; 1
2; -2177; 1198; 0; 1; 0; 1
3; -2607; -2606; 0; 1; 0; 1
1; -2105; 388; 0; 1; 0; 1
3; -2636; -2635; 0; 1; 0; 1
1; -2131; 388; 0; 1; 0; 1
2; -2231; 1198; 0; 1; 0; 1
3; -2663; -2662; 0; 1; 0; 1
1; -2155; 388; 0; 1; 0; 1
2; -2257; 1198; 0; 1; 0; 1
3; -2688; -2687; 0; 1; 0; 1
1; -2179; 387; 0; 1; 0; 1
2; -2284; 1198; 0; 1; 0; 1
3; -2718; -2717; 0; 1; 0; 1
1; -2204; 387; 0; 1; 0; 1
2; -2311; 1198; 0; 1; 0; 1
3; -2745; -2744; 0; 1; 0; 1
1; -2232; 387; 0; 1; 0; 1
2; -2338; 1198; 0; 1; 0; 1
3; -2771; -2770; 0; 1; 0; 1
1; -2261; 387; 0; 1; 0; 1
2; -2365; 1198; 0; 1; 0; 1
3; -2798; -2797; 0; 1; 0; 1
1; -2289; 387; 0; 1; 0; 1
2; -2393; 1198; 0; 1; 0; 1
3; -2825; -2824; 0; 1; 0; 1
1; -735; 181; -107; 1; 127; -79
2; -2421; 1198; 0; 1; 0; 1
3; -2852; -2851; 0; 1; 0; 1
1; -735; 181; -107; 1; 127; -79
1; -746; 178; -105; 1; 128; -59
2; -2474; 1198; 0; 1; 0; 1
3; -2906; -2905; 0; 1; 0; 1
1; -758; 175; -104; 1; 138; -51
2; -2502; 1198; 0; 1; 0; 1
3; -2932; -2931; 0; 1; 0; 1
1; -770; 172; -104; 1; 138; -51
2; -2529; 1198; 0; 1; 0; 1
3; -2960; -2959; 0; 1; 0; 1
1; -770; 172; -104; 1; 138; -51
2; -2555; 1198; 0; 1; 0; 1
3; -2960; -2959; 0; 1; 0; 1
3; -2960; -2959; 0; 1; 0; 1
1; -795; 166; -103; 1; 138; -51
2; -2611; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -806; 163; -103; 1; 138; -51
2; -2637; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -817; 160; -103; 1; 138; -51
2; -2664; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -817; 160; -103; 1; 138; -51
2; -2692; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
2; -2720; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -839; 155; -104; 1; 138; -51
2; -2746; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -851; 152; -104; 1; 138; -51
2; -2771; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -851; 152; -104; 1; 138; -51
2; -2801; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -863; 149; -104; 1; 138; -51
2; -2827; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -875; 145; -105; 1; 138; -51
2; -2854; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -887; 142; -106; 1; 138; -51
2; -2882; 1198; 0; 1; 0; 1
2; -2909; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -899; 138; -107; 1; 138; -51
2; -2937; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -909; 135; -107; 1; 138; -51
2; -2964; 1198; 0; 1; 0; 1
1; -921; 131; -108; 1; 138; -51
2; -2964; 1198; 0; 1; 0; 1
1; -921; 131; -108; 1; 138; -51
2; -2964; 1198; 0; 1; 0; 1
3; -91; 914; -4; 0; 0; 0
1; -932; 127; -110; 1; 93; -64
2; -980; 966; -106; 0; 0; 0
